Event type,Event data,IP Address,Source Module,Scope Distance,Event Tags,Discovery Path
SCAN,"{'id': 'SCAN:eb917154dc7646b69fc502d2543ed47700aceff8', 'name': 'mediocre_eric', 'target': {'seeds': ['example.com'], 'whitelist': ['example.com'], 'blacklist': [], 'strict_scope': False, 'hash': '5da2f572da1d1a14c0c42df494b0ab648cd4c4ff', 'seed_hash': '0caaf24ab1a0c33440c06afe99df986365b0781f', 'whitelist_hash': '0caaf24ab1a0c33440c06afe99df986365b0781f', 'blacklist_hash': 'da39a3ee5e6b4b0d3255bfef95601890afd80709', 'scope_hash': 'ac217ad3c68895558f3142a60bab40c9c5b2cdb1'}, 'preset': {'description': 'mediocre_eric', 'config': {'modules': {'telegram': {}}}, 'verbose': True}, 'started_at': '2025-12-03T16:08:28.867677', 'status': 'RUNNING'}",,TARGET,0,,
DNS_NAME,example.com,"2600:1406:bc00:53::b81e:94ce,2600:1406:bc00:53::b81e:94c8,2600:1406:5e00:6::17ce:bc1b,23.215.0.138,2600:1406:5e00:6::17ce:bc12,23.215.0.136,23.192.228.80,23.220.75.245,2600:1408:ec00:36::1736:7f24,2600:1408:ec00:36::1736:7f31,23.220.75.232,23.192.228.84",TARGET,0,"a-record,aaaa-record,cdn-akamai,cdn-ip,domain,in-scope,mx-record,ns-record,soa-record,target,txt-record",Scan mediocre_eric seeded with DNS_NAME: example.com
ORG_STUB,example,,speculate,0,,Scan mediocre_eric seeded with DNS_NAME: example.com --> speculated ORG_STUB: example
DNS_NAME,ns.icann.org,"199.4.138.53,2001:500:89::53",SOA,1,"a-record,aaaa-record,affiliate,distance-1,subdomain",Scan mediocre_eric seeded with DNS_NAME: example.com --> SOA record for example.com contains DNS_NAME: ns.icann.org
DNS_NAME,a.iana-servers.net,"2001:500:8f::53,199.43.135.53",NS,1,"a-record,aaaa-record,affiliate,distance-1,subdomain",Scan mediocre_eric seeded with DNS_NAME: example.com --> NS record for example.com contains DNS_NAME: a.iana-servers.net
DNS_NAME,b.iana-servers.net,"2001:500:8d::53,199.43.133.53",NS,1,"a-record,aaaa-record,affiliate,distance-1,subdomain",Scan mediocre_eric seeded with DNS_NAME: example.com --> NS record for example.com contains DNS_NAME: b.iana-servers.net
